OBJECTNUMMER;SELECTIE;FILTER;Groen_ID;Stadsdeel;Naam;BBQ;Toelichting_bbq;Stadspark;Oppervlakte_m2;COORDS;CENTERLNG1;CENTERLAT1;CENTERLNG2;CENTERLAT2;
74;"";"";74;"Zuidoost";"Bergwijkpark";"ONBEKEND";"";"N";94529;"POLYGON((4.953416 52.328527,4.953479 52.32855,4.953691 52.32834,4.954009 52.328104,4.954507 52.327757,4.95485 52.327544,4.954938 52.327555,4.955355 52.327635,4.956029 52.327635,4.956502 52.327788,4.956683 52.327879,4.957251 52.328245,4.957531 52.328394,4.957824 52.32858,4.958111 52.32874,4.958448 52.328885,4.958572 52.328775,4.959202 52.3281,4.959564 52.327681,4.960243 52.326923,4.957805 52.326149,4.959133 52.324641,4.958809 52.324541,4.95866 52.324522,4.958547 52.324568,4.958423 52.324701,4.958017 52.325102,4.957675 52.325231,4.957288 52.325296,4.956808 52.325311,4.956315 52.325345,4.956004 52.325429,4.955736 52.325597,4.955424 52.32594,4.954333 52.327205,4.953803 52.327765,4.953179 52.328451,4.953416 52.328527))";4.956711;52.326702;4,956711;52,326702;
75;"";"";75;"West";"Bilderdijkpark";"ONBEKEND";"";"N";5094;"POLYGON((4.871001 52.372391,4.870569 52.37166,4.869768 52.371494,4.869629 52.371731,4.869706 52.371747,4.869774 52.371904,4.869777 52.37214,4.871001 52.372391))";4.870315;52.3719425;4,870315;52,3719425;
76;"";"";76;"Zuid/Amstelveen";"Amsterdamse Bos";"ONBEKEND";"";"J";7247869;"MULTIPOLYGON(((4.857298 52.327468,4.856857 52.327466,4.856851 52.327081,4.856832 52.326799,4.856817 52.326006,4.856816 52.325188,4.856808 52.324938,4.856815 52.324668,4.856804 52.324363,4.85682 52.324053,4.856786 52.323067,4.856747 52.322499,4.856737 52.321877,4.856726 52.321658,4.856254 52.321641,4.85566 52.321504,4.855152 52.321464,4.854543 52.321451,4.853913 52.321455,4.853492 52.321521,4.852992 52.321579,4.852137 52.321566,4.849506 52.321552,4.849057 52.321592,4.848397 52.321668,4.847491 52.321871,4.847006 52.321964,4.846694 52.321956,4.8466 52.321961,4.846237 52.321881,4.845657 52.321566,4.845179 52.321251,4.845099 52.320977,4.845157 52.320707,4.845491 52.320423,4.84594 52.320166,4.845868 52.3201,4.845643 52.319958,4.845426 52.31986,4.844309 52.31986,4.843599 52.319852,4.843034 52.319856,4.842505 52.319798,4.842099 52.319674,4.84191 52.31955,4.841657 52.319347,4.841548 52.319112,4.841505 52.318908,4.840997 52.318895,4.840975 52.318598,4.840968 52.31808,4.840852 52.317947,4.840562 52.317747,4.840483 52.317428,4.840149 52.317167,4.840157 52.317167,4.841221 52.315923,4.841238 52.31589,4.841272 52.315854,4.841403 52.315755,4.84144 52.315705,4.841474 52.315645,4.841487 52.315595,4.841468 52.31555,4.841435 52.315514,4.84131 52.315439,4.84122 52.31536,4.841175 52.315296,4.841173 52.315258,4.841271 52.315207,4.841317 52.315164,4.841371 52.315099,4.841546 52.314972,4.841592 52.314904,4.841612 52.314858,4.841618 52.314814,4.841605 52.31477,4.841494 52.314621,4.841489 52.314586,4.841498 52.314548,4.841572 52.314473,4.841612 52.314456,4.841719 52.314351,4.841768 52.314314,4.84182 52.314282,4.841989 52.314216,4.842085 52.314147,4.842114 52.314104,4.842124 52.314051,4.842133 52.314037,4.842136 52.313954,4.842112 52.313897,4.84208 52.313856,4.842034 52.313814,4.841918 52.31375,4.841568 52.313629,4.841532 52.313597,4.841509 52.313557,4.841475 52.313531,4.84142 52.313512,4.841282 52.313508,4.841246 52.313491,4.841228 52.313464,4.841213 52.313179,4.841234 52.312772,4.841232 52.31248,4.841184 52.312092,4.841142 52.312001,4.841156 52.311604,4.841179 52.311511,4.841178 52.311449,4.841229 52.311289,4.841249 52.3112,4.841279 52.310991,4.841347 52.310921,4.841345 52.310897,4.841408 52.310623,4.841437 52.310447,4.841449 52.310418,4.841496 52.310387,4.841506 52.310218,4.841467 52.310183,4.841638 52.308653,4.841669 52.308476,4.841671 52.308305,4.841719 52.308002,4.841745 52.307929,4.841764 52.307901,4.841781 52.307889,4.841774 52.307732,4.841749 52.307713,4.841718 52.307362,4.841833 52.307241,4.841793 52.306605,4.841778 52.306563,4.841741 52.306537,4.841679 52.306508,4.841265 52.306369,4.841225 52.306342,4.841213 52.306311,4.841219 52.306127,4.841083 52.306035,4.841051 52.306029,4.840939 52.305973,4.840661 52.305571,4.84067 52.305524,4.840637 52.305485,4.84057 52.305452,4.840416 52.305239,4.840431 52.305217,4.840363 52.305207,4.840319 52.305168,4.837891 52.305526,4.83515 52.305995,4.832315 52.306582,4.828892 52.307406,4.827049 52.307903,4.825609 52.308343,4.822914 52.309281,4.821334 52.309958,4.819174 52.310947,4.817873 52.311643,4.817178 52.312095,4.817184 52.312111,4.817113 52.31227,4.817029 52.312376,4.816538 52.312816,4.816459 52.31291,4.816427 52.31301,4.816421 52.313057,4.816439 52.313161,4.816806 52.314369,4.816771 52.314373,4.816723 52.314545,4.816597 52.314835,4.816628 52.315057,4.816822 52.31564,4.817475 52.317876,4.817864 52.319127,4.818036 52.319651,4.818424 52.321068,4.819085 52.323282,4.819145 52.323517,4.819192 52.323917,4.819153 52.324329,4.819131 52.324444,4.818841 52.325316,4.818761 52.325532,4.819011 52.325692,4.820016 52.326101,4.821327 52.326136,4.825122 52.326136,4.826043 52.326408,4.827229 52.326515,4.830884 52.326899,4.832949 52.327078,4.833061 52.327018,4.833954 52.327061,4.834805 52.327137,4.835168 52.32724,4.835628 52.327325,4.836256 52.327376,4.83853 52.327598,4.839465 52.327709,4.839423 52.328706,4.839381 52.329209,4.840413 52.329687,4.84245 52.330028,4.842925 52.330062,4.843134 52.329857,4.84358 52.32973,4.844013 52.329747,4.844236 52.329789,4.844655 52.329721,4.844898 52.329752,4.844969 52.329835,4.845162 52.330256,4.845203 52.330476,4.84519 52.330686,4.844955 52.330847,4.844762 52.331083,4.844776 52.331243,4.845162 52.331648,4.844983 52.331698,4.844886 52.331715,4.844845 52.331774,4.845728 52.332137,4.846445 52.332255,4.846569 52.332356,4.84679 52.332575,4.847011 52.33271,4.846997 52.332828,4.846955 52.332862,4.847342 52.333047,4.847949 52.333123,4.848156 52.333072,4.848004 52.332853,4.849011 52.332634,4.850018 52.332541,4.852184 52.332449,4.853578 52.332373,4.853743 52.332229,4.853936 52.331951,4.853978 52.331791,4.850156 52.331707,4.849866 52.331504,4.850018 52.331032,4.849866 52.330939,4.850319 52.330702,4.850989 52.330079,4.851142 52.329909,4.853807 52.33071,4.854742 52.330898,4.856067 52.330881,4.856683 52.330855,4.856684 52.330513,4.857173 52.330514,4.857174 52.330367,4.857262 52.330367,4.85726 52.330271,4.857273 52.330101,4.856894 52.330101,4.856613 52.330089,4.856686 52.329732,4.85675 52.329536,4.85679 52.329522,4.856805 52.329362,4.856854 52.329068,4.856877 52.328822,4.856869 52.32813,4.857252 52.328133,4.857191 52.328074,4.857191 52.327985,4.857148 52.327921,4.857138 52.327892,4.857288 52.327925,4.857222 52.327862,4.857221 52.327594,4.857209 52.32754,4.857298 52.327468),(4.853703 52.328105,4.853619 52.32812,4.853573 52.32814,4.853453 52.32822,4.853421 52.328254,4.853304 52.32842,4.853241 52.32853,4.85321 52.328593,4.853187 52.328666,4.853163 52.32882,4.853163 52.328928,4.853172 52.329003,4.853188 52.329036,4.853226 52.329063,4.853176 52.329093,4.853148 52.329079,4.852528 52.328927,4.851966 52.32902,4.843097 52.327701,4.843055 52.327804,4.842856 52.327775,4.842757 52.32776,4.842795 52.327656,4.825199 52.325021,4.825084 52.325044,4.824643 52.324926,4.824504 52.324903,4.824107 52.324865,4.823912 52.324862,4.823757 52.324808,4.821865 52.32453,4.821993 52.324181,4.822217 52.323614,4.822129 52.323598,4.822103 52.323582,4.822095 52.323561,4.822124 52.323476,4.822086 52.323448,4.822136 52.32342,4.823726 52.323658,4.823762 52.323721,4.823867 52.323738,4.824033 52.323758,4.825529 52.323987,4.835716 52.325502,4.839327 52.326056,4.8516 52.327872,4.851696 52.327875,4.851852 52.327908,4.851929 52.327901,4.851986 52.327886,4.85213 52.327818,4.852246 52.327737,4.852329 52.327669,4.852502 52.327563,4.852571 52.327555,4.853437 52.327598,4.853607 52.327614,4.853705 52.327645,4.853801 52.32769,4.85407 52.327885,4.854036 52.327932,4.853851 52.328039,4.853719 52.328093,4.853703 52.328105)),((4.816933 52.311621,4.817857 52.311104,4.819383 52.310323,4.820614 52.309764,4.821652 52.309318,4.823309 52.30866,4.825067 52.30805,4.826949 52.307482,4.830085 52.306672,4.833268 52.305971,4.835196 52.305593,4.83659 52.305342,4.83913 52.304944,4.840057 52.304807,4.839955 52.304652,4.839925 52.304622,4.839916 52.304506,4.839779 52.304242,4.839666 52.304058,4.839699 52.304051,4.839671 52.304047,4.839109 52.304223,4.838644 52.303624,4.838393 52.303288,4.838094 52.30293,4.837891 52.302835,4.837449 52.302798,4.836578 52.302813,4.835551 52.302477,4.834631 52.302163,4.834763 52.301959,4.835109 52.301645,4.835288 52.301265,4.835336 52.301053,4.835193 52.300754,4.834954 52.300608,4.834727 52.300491,4.834631 52.300359,4.834655 52.300235,4.834978 52.300067,4.835109 52.299914,4.835193 52.299687,4.835228 52.299446,4.835276 52.29933,4.835252 52.299235,4.834906 52.299096,4.834882 52.298972,4.834882 52.298767,4.834787 52.297679,4.834631 52.297577,4.834225 52.297402,4.834154 52.297299,4.834154 52.297226,4.834118 52.296861,4.832052 52.296211,4.830989 52.295868,4.832255 52.294568,4.832374 52.293865,4.832317 52.293815,4.832225 52.293762,4.832066 52.293711,4.831742 52.293561,4.831537 52.293481,4.831381 52.293617,4.830339 52.293271,4.830418 52.293182,4.830366 52.293164,4.830417 52.293108,4.830254 52.293052,4.830312 52.292986,4.829477 52.292696,4.828585 52.29241,4.828352 52.292351,4.827786 52.29216,4.827681 52.29213,4.827653 52.29213,4.827563 52.292082,4.827501 52.292066,4.827458 52.292023,4.827482 52.291998,4.82726 52.291922,4.827221 52.291957,4.827122 52.291934,4.826991 52.29206,4.82695 52.29206,4.826752 52.29199,4.826754 52.291953,4.826926 52.291776,4.826577 52.291651,4.826692 52.29153,4.826168 52.291343,4.825992 52.291565,4.825827 52.291521,4.825783 52.291518,4.825644 52.291469,4.825536 52.291442,4.825259 52.291328,4.82527 52.291315,4.825296 52.291314,4.825426 52.291162,4.825512 52.291073,4.824956 52.290866,4.824748 52.290769,4.824608 52.290686,4.824505 52.29061,4.824287 52.290403,4.824239 52.290264,4.82389 52.290388,4.823585 52.290647,4.823314 52.290896,4.822424 52.291861,4.822325 52.292043,4.822213 52.292184,4.822189 52.292309,4.822159 52.292369,4.821995 52.292577,4.82197 52.292629,4.821926 52.292639,4.821882 52.292699,4.821728 52.292837,4.821602 52.292968,4.821421 52.293118,4.821187 52.29329,4.82093 52.293509,4.820528 52.293828,4.81997 52.294403,4.819889 52.294563,4.819751 52.294787,4.819496 52.295096,4.81823 52.296432,4.817853 52.296819,4.81757 52.297184,4.817481 52.297216,4.817466 52.297281,4.817222 52.29756,4.816675 52.29794,4.815651 52.29902,4.815646 52.29906,4.813823 52.300994,4.813666 52.300944,4.813614 52.300909,4.811987 52.300384,4.813459 52.298822,4.811654 52.298183,4.811567 52.298159,4.811562 52.298116,4.811524 52.298087,4.808674 52.297091,4.806144 52.296196,4.799775 52.293961,4.795273 52.292351,4.795026 52.292633,4.79525 52.29271,4.795231 52.292733,4.795188 52.292761,4.796831 52.293309,4.796979 52.293364,4.797106 52.293446,4.797154 52.293489,4.797176 52.293524,4.797186 52.293557,4.797176 52.293601,4.797149 52.293652,4.797042 52.29377,4.805324 52.29666,4.804842 52.297153,4.803807 52.298251,4.802911 52.299236,4.801723 52.300496,4.801368 52.300864,4.80145 52.300912,4.810392 52.304054,4.810475 52.304079,4.810557 52.303987,4.8106 52.304034,4.810654 52.304051,4.810665 52.304104,4.810684 52.304138,4.810754 52.304166,4.810975 52.304183,4.810986 52.304135,4.811038 52.304035,4.811298 52.304151,4.811268 52.304187,4.811243 52.3042,4.811215 52.304203,4.811199 52.304282,4.811199 52.30431,4.811216 52.304359,4.81126 52.304391,4.811293 52.304436,4.811301 52.30446,4.811301 52.304508,4.811276 52.304555,4.811205 52.304612,4.811138 52.304639,4.811061 52.304658,4.81103 52.304677,4.811003 52.304702,4.810939 52.304805,4.810678 52.305143,4.810574 52.30526,4.810289 52.305518,4.809879 52.305795,4.810037 52.305857,4.810127 52.305916,4.810397 52.306117,4.810884 52.30645,4.811655 52.307029,4.813106 52.30818,4.813248 52.308313,4.813646 52.308758,4.814728 52.310104,4.81484 52.310236,4.814968 52.310363,4.815148 52.310447,4.815313 52.310512,4.815574 52.31059,4.815635 52.310623,4.815971 52.310725,4.815984 52.310735,4.815934 52.310794,4.815939 52.310817,4.816014 52.310855,4.815998 52.310892,4.816004 52.311027,4.815954 52.311061,4.815802 52.311078,4.815743 52.311117,4.815738 52.311169,4.815748 52.311299,4.815764 52.311347,4.81578 52.311367,4.815961 52.311502,4.816018 52.311509,4.816076 52.311499,4.816127 52.311484,4.816521 52.311292,4.816619 52.311231,4.816697 52.311165,4.816727 52.311154,4.81675 52.311156,4.816771 52.311162,4.816826 52.311209,4.816839 52.311241,4.816853 52.311342,4.816922 52.311458,4.816904 52.311514,4.816933 52.311621)))";4.826162;52.311693;4,826162;52,311693;
77;"";"";;"Centrum";"De Hoftuin";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"N";4505;"POLYGON((4.904048 52.365919,4.90466 52.366034,4.904683 52.366019,4.90501 52.365463,4.904052 52.365266,4.903963 52.365429,4.903783 52.365392,4.903664 52.365606,4.903758 52.365626,4.903746 52.365654,4.904144 52.36573,4.904048 52.365919))";4.904337;52.36565;4,904337;52,36565;
78;"";"";;"Centrum";"Overlooppad";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"N";2076;"POLYGON((4.909327 52.365807,4.909173 52.365856,4.908941 52.36589,4.908781 52.365892,4.908699 52.365885,4.908262 52.365804,4.908243 52.365814,4.908355 52.365922,4.908364 52.36597,4.908627 52.366253,4.909471 52.365962,4.909327 52.365807))";4.908857;52.366028;4,908857;52,366028;
79;"";"";;"Centrum";"Plantage Westermann";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"N";7567;"POLYGON((4.913114 52.365817,4.914109 52.365473,4.913407 52.364714,4.912402 52.365058,4.913114 52.365817))";4.9132555;52.365267;4,9132555;52,365267;
80;"";"";;"Centrum";"Rembrandtplein";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"N";985;"POLYGON((4.896619 52.366119,4.89707 52.366119,4.897108 52.366113,4.897142 52.3661,4.897169 52.366084,4.897186 52.366071,4.897197 52.366051,4.897202 52.366022,4.897177 52.365996,4.897147 52.365976,4.897111 52.365963,4.896581 52.365891,4.896541 52.365895,4.89651 52.365905,4.896475 52.36592,4.896465 52.365926,4.896444 52.365963,4.89653 52.365966,4.896526 52.366019,4.89644 52.36602,4.89646 52.366053,4.896494 52.366086,4.896557 52.366111,4.896597 52.366117,4.896619 52.366119))";4.896821;52.366005;4,896821;52,366005;
81;"";"";;"Centrum";"Oostenburgerpark";"VERBOD";"In stadsdeel Centrum mag u niet barbecueën in een park of op andere plekken in de openbare ruimte.";"N";6957;"POLYGON((4.925122 52.369667,4.924856 52.369502,4.924786 52.369538,4.924344 52.369264,4.924363 52.369233,4.925001 52.36903,4.92503 52.369035,4.925106 52.368989,4.925098 52.368894,4.925915 52.368642,4.925945 52.36869,4.926084 52.368723,4.926143 52.36875,4.926184 52.368785,4.926248 52.368845,4.926275 52.368893,4.926278 52.368935,4.926063 52.36906,4.92602 52.369132,4.925122 52.369667))";4.925311;52.369154;4,925311;52,369154;
82;"";"";;"Oost";"Keesje Brijdeplantsoen";"ONBEKEND";"";"N";9103;"POLYGON((4.944018 52.374014,4.94545 52.374181,4.945439 52.374105,4.94871 52.373523,4.947649 52.373375,4.944056 52.374017,4.944018 52.374014))";4.946364;52.3737775;4,946364;52,3737775;
83;"";"";;"Zuid";"Apollolaan";"ONBEKEND";"";"N";14353;"MULTIPOLYGON(((4.873313 52.350387,4.87327 52.350705,4.870942 52.350626,4.870974 52.350351,4.871006 52.350285,4.871108 52.350223,4.871226 52.350194,4.873044 52.350253,4.873173 52.350275,4.873254 52.350321,4.873313 52.350387)),((4.87756 52.350803,4.877383 52.350826,4.877308 52.350826,4.873672 52.350705,4.873693 52.350587,4.877222 52.350708,4.877373 52.350701,4.877512 52.350678,4.87756 52.350803)),((4.870583 52.350471,4.870561 52.350602,4.866893 52.350451,4.866958 52.350346,4.870583 52.350471)))";4.8722265;52.3505095;4,8722265;52,3505095;
84;"";"";;"West";"De Zwijgerplantsoen (?)";"ONBEKEND";"";"N";14048;"POLYGON((4.862833 52.377561,4.862924 52.377576,4.862949 52.377536,4.863061 52.377546,4.863131 52.377546,4.863214 52.377536,4.863293 52.377503,4.86333 52.377458,4.863347 52.37743,4.86381 52.376148,4.863897 52.376103,4.864117 52.375474,4.86367 52.375418,4.863405 52.375403,4.863297 52.375398,4.863082 52.375367,4.86297 52.375355,4.862904 52.375365,4.862871 52.37539,4.862775 52.375461,4.862668 52.375653,4.862643 52.375769,4.862655 52.37581,4.862995 52.376768,4.863015 52.376846,4.862987 52.37696,4.86292 52.377149,4.862875 52.377271,4.8629 52.377374,4.862833 52.377561))";4.86338;52.376465;4,86338;52,376465;
85;"";"";;"Nieuw-West";"Surinameplein";"ONBEKEND";"";"N";3896;"POLYGON((4.850497 52.358675,4.850501 52.358296,4.851718 52.358304,4.851723 52.358435,4.851872 52.358438,4.851859 52.358708,4.851822 52.358731,4.851607 52.358731,4.851516 52.358678,4.851487 52.358688,4.850497 52.358675))";4.8511845;52.3585125;4,8511845;52,3585125;
86;"";"";;"Nieuw-West";"Albert Neuhuys";"ONBEKEND";"";"N";4301;"POLYGON((4.850527 52.355482,4.850524 52.354958,4.851621 52.35497,4.851612 52.35549,4.850527 52.355482))";4.8510725;52.355225;4,8510725;52,355225;
87;"";"";;"Nieuw-West";"Koningin Wilhelminaplantsoen (?)";"ONBEKEND";"";"N";18010;"POLYGON((4.836982 52.354501,4.838736 52.354515,4.838777 52.353167,4.837496 52.353152,4.836533 52.354378,4.836982 52.354501))";4.837655;52.353834;4,837655;52,353834;

